price,brand,model,trim,kilometers,year,vehicle_age_years,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,latitude,longitude,seller_type
70000,Suzuki,Jimny,GLX AT,33688,2022,2,GCC Specs,2,SUV,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,Blue,Black,Yes,"Dubai, UAE",UAE,Dubai,,,25.07428235,55.18853865430702,Owner
29500,Honda,Accord,V6 Sport,198000,2014,10,American Specs,3,Coupe,Petrol,5,Automatic Transmission,3000 - 3499 cc,Unknown,6,Silver,Other Color,Does not apply,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Owner
25000,GMC,Yukon,Denali,175000,2007,17,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,4000+ cc,300 - 399 HP,8,White,Brown,Does not apply,"Umm Suqeim 2, Umm Suqeim, Dubai, UAE",UAE,Dubai,Umm Suqeim,Umm Suqeim 2,25.1520346,55.20611128778778,Owner
168000,Tesla,Model S,100D,93000,2018,6,GCC Specs,4,Sedan,Electric,5,Automatic Transmission,,500 - 599 HP,0,Black,White,Yes,"Majan, Dubai, UAE",UAE,Dubai,Majan,,25.0929388,55.3184835,Owner
24000,Chevrolet,Tahoe,Z71,280000,2011,13,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,Unknown,300 - 399 HP,8,Black,Beige,No,"Jumeirah Lake Towers (JLT), Dubai, UAE",UAE,Dubai,Jumeirah Lake Towers (JLT),,25.0690625,55.141165591907736,Owner
72000,Maserati,Ghibli,Ghibli,150000,2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,400 - 499 HP,6,Blue,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
169000,BMW,5-Series,540i M-Kit,53600,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,6,Blue,Tan,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
310000,GMC,Sierra,2500 HD Denali,13200,2022,2,Other,4,Pick Up Truck,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
279000,GMC,Sierra,2500 HD,54000,2020,4,Other,4,Pick Up Truck,Diesel,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
210000,Porsche,Macan,S,41000,2021,3,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,600 - 699 HP,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
147000,Land Rover,Range Rover Velar,Other,35000,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
42900,Nissan,Rogue,Other,90000,2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Black,No,"Sharjah, UAE",UAE,Sharjah,,,25.2311534,54.21900831355923,Owner
209000,Land Rover,Range Rover Sport,SVR,65000,2017,7,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,8,Black,White,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
139000,Porsche,Cayenne,GTS,116000,2016,8,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,White,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
249000,Porsche,Cayenne,S,80000,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
105000,Mercedes-Benz,C-Class,C300 Sport,44000,2019,5,Other,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
330000,Land Rover,Range Rover Sport,SVR,33500,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
99000,Ford,Mustang,GT,35000,2019,5,Other,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
189000,Ford,Mustang,Mach 1,23000,2021,3,Other,2,Sports Car,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,Green,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
120000,Land Rover,Range Rover Sport,HST,140000,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,White,Unknown,No,"JVT District 5, Jumeirah Village Triangle (JVT), Dubai, UAE",UAE,Dubai,Jumeirah Village Triangle (JVT),JVT District 5,25.0488622,55.1891556,Owner
540000,Land Rover,Defender,90 First Edition,3500,2023,1,European Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,8,Black,Brown,Does not apply,"JVT District 5, Jumeirah Village Triangle (JVT), Dubai, UAE",UAE,Dubai,Jumeirah Village Triangle (JVT),JVT District 5,25.0488622,55.1891556,Owner
89999,GAC,GS3,EMZOOM,0,2024,0,GCC Specs,5,Crossover,Petrol,5,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,Grey,Blue,Yes,"Barsha Heights (Tecom), Dubai, UAE",UAE,Dubai,Barsha Heights (Tecom),,25.0982842,55.1757823,Dealer
149000,Land Rover,Range Rover,Vogue SE,100000,2016,8,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,8,White,Beige,Does not apply,"JVT District 5, Jumeirah Village Triangle (JVT), Dubai, UAE",UAE,Dubai,Jumeirah Village Triangle (JVT),JVT District 5,25.0488622,55.1891556,Owner
54000,Suzuki,Fronx,Other,0,2024,0,Other,4,Crossover,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Silver,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
239000,Ford,F-Series Pickup,Limited,30000,2021,3,GCC Specs,4,Pick Up Truck,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Beige,Yes,"JVT District 5, Jumeirah Village Triangle (JVT), Dubai, UAE",UAE,Dubai,Jumeirah Village Triangle (JVT),JVT District 5,25.0488622,55.1891556,Owner
138000,Toyota,Prado,VXR,108164,2019,5,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+ cc,200 - 299 HP,6,White,Beige,Does not apply,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
499000,Mercedes-Benz,GLE Coupe,GLE 53 AMG,0,2024,0,GCC Specs,4,Coupe,Petrol,0,Automatic Transmission,,Unknown,6,Black,Unknown,Yes,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,25.1939625,55.3392449,Dealer
390000,Aston Martin,DBS,Carbon Edition,7300,2009,15,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,8,Silver,Unknown,Does not apply,"JVT District 5, Jumeirah Village Triangle (JVT), Dubai, UAE",UAE,Dubai,Jumeirah Village Triangle (JVT),JVT District 5,25.0488622,55.1891556,Owner
329000,Rolls-Royce,Ghost,Standard,85000,2013,11,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,Unknown,Unknown,12,White,Beige,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
189000,Land Rover,Range Rover,Autobiography Ultimate Edition,88000,2017,7,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,Unknown,Unknown,8,White,Unknown,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
70000,Suzuki,Jimny,GLX AT,33688,2022,2,GCC Specs,2,SUV,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,Blue,Black,Yes,"Dubai, UAE",UAE,Dubai,,,25.07428235,55.18853865430702,Owner
29500,Honda,Accord,V6 Sport,198000,2014,10,American Specs,3,Coupe,Petrol,5,Automatic Transmission,3000 - 3499 cc,Unknown,6,Silver,Other Color,Does not apply,"Dubailand, Dubai, UAE",UAE,Dubai,Dubailand,,25.05865715,55.245999207609245,Owner
25000,GMC,Yukon,Denali,175000,2007,17,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,4000+ cc,300 - 399 HP,8,White,Brown,Does not apply,"Umm Suqeim 2, Umm Suqeim, Dubai, UAE",UAE,Dubai,Umm Suqeim,Umm Suqeim 2,25.1520346,55.20611128778778,Owner
168000,Tesla,Model S,100D,93000,2018,6,GCC Specs,4,Sedan,Electric,5,Automatic Transmission,,500 - 599 HP,0,Black,White,Yes,"Majan, Dubai, UAE",UAE,Dubai,Majan,,25.0929388,55.3184835,Owner
24000,Chevrolet,Tahoe,Z71,280000,2011,13,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,Unknown,300 - 399 HP,8,Black,Beige,No,"Jumeirah Lake Towers (JLT), Dubai, UAE",UAE,Dubai,Jumeirah Lake Towers (JLT),,25.0690625,55.141165591907736,Owner
72000,Maserati,Ghibli,Ghibli,150000,2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,400 - 499 HP,6,Blue,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
169000,BMW,5-Series,540i M-Kit,53600,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,6,Blue,Tan,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
310000,GMC,Sierra,2500 HD Denali,13200,2022,2,Other,4,Pick Up Truck,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
279000,GMC,Sierra,2500 HD,54000,2020,4,Other,4,Pick Up Truck,Diesel,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
210000,Porsche,Macan,S,41000,2021,3,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,600 - 699 HP,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
147000,Land Rover,Range Rover Velar,Other,35000,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
42900,Nissan,Rogue,Other,90000,2020,4,American Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Black,No,"Sharjah, UAE",UAE,Sharjah,,,25.2311534,54.21900831355923,Owner
209000,Land Rover,Range Rover Sport,SVR,65000,2017,7,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,8,Black,White,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
139000,Porsche,Cayenne,GTS,116000,2016,8,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,6,White,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
249000,Porsche,Cayenne,S,80000,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,6,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
105000,Mercedes-Benz,C-Class,C300 Sport,44000,2019,5,Other,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
330000,Land Rover,Range Rover Sport,SVR,33500,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
99000,Ford,Mustang,GT,35000,2019,5,Other,2,Soft Top Convertible,Petrol,4,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
189000,Ford,Mustang,Mach 1,23000,2021,3,Other,2,Sports Car,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,Green,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
199000,Ford,F-Series Pickup,Lariat,33000,2022,2,Other,4,Pick Up Truck,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
249000,Land Rover,Range Rover Sport,HSE,15000,2022,2,Other,4,SUV,Diesel,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
142000,Land Rover,Range Rover Sport,HSE,112000,2017,7,Other,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,500 - 599 HP,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
149000,Dodge,Durango,R/T,8500,2022,2,Other,4,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,8,Grey,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
129000,Kia,Sorento,Other,2500,2022,2,Other,4,SUV,Petrol,7,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
188000,Ford,F-Series Pickup,Lariat,23000,2022,2,Other,4,Pick Up Truck,Petrol,5,Automatic Transmission,4000+ cc,300 - 399 HP,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
290000,Land Rover,Range Rover Sport,HSE,22000,2020,4,Other,4,SUV,Diesel,5,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,6,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
249000,Land Rover,Range Rover Sport,Supercharged,48000,2019,5,Other,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,6,White,White,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
159000,Land Rover,Range Rover Evoque,Prestige,81000,2020,4,Other,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,4,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
45000,Peugeot,Partner,Other,92000,2022,2,Other,3,Van,Petrol,2,Manual Transmission,2000 - 2499 cc,300 - 399 HP,4,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
95000,Mercedes-Benz,E-Class,E 300,106000,2017,7,Other,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,4,Black,Brown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
185000,Chevrolet,Tahoe,LT,54000,2022,2,Other,4,SUV,Petrol,8,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,8,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
129000,Dodge,Charger,Daytona R/T,72000,2017,7,Other,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Red,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
77000,Nissan,Rogue,Other,23000,2021,3,American Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,Unknown,4,Grey,Black,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
45000,Nissan,Kicks,SV Plus,21000,2021,3,American Specs,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,Unknown,4,Grey,Black,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
35000,Hyundai,Sonata,SE,74000,2019,5,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,Unknown,4,Black,Beige,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
42500,Nissan,Maxima,SL,86000,2017,7,American Specs,4,Sedan,Petrol,4,Automatic Transmission,Unknown,Unknown,4,Silver,Black,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
279000,Land Rover,Range Rover Sport,Supercharged,43000,2021,3,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,600 - 699 HP,8,White,Unknown,No,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,25.3061521,55.3441577,Owner
85000,Chevrolet,Silverado,1500,104000,2019,5,GCC Specs,2,Pick Up Truck,Petrol,2,Automatic Transmission,4000+ cc,400 - 499 HP,8,Red,Beige,No,"Al Warqaa, Dubai, UAE",UAE,Dubai,Al Warqaa,,25.1871198,55.43736387153433,Owner
125000,Mercedes-Benz,C-Class,C300 Sport,63000,2020,4,American Specs,4,Sedan,Petrol,5,Automatic Transmission,Unknown,Unknown,4,White,Unknown,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
289000,Lexus,RX-Series,F Sport,0,2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,4,Black,Unknown,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
549000,Audi,R8,Spyder,13500,2022,2,Other,2,Soft Top Convertible,Petrol,2,Automatic Transmission,4000+ cc,600 - 699 HP,10,White,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
195000,Land Rover,Range Rover,Supercharged,144000,2018,6,Other,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Black,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,25.17901365,55.37942196624788,Dealer
19999,Chevrolet,Cruze,LS,85500,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,Unknown,Unknown,0,Silver,Unknown,Does not apply,"Al Karama, Dubai, UAE",UAE,Dubai,Al Karama,,25.2446784,55.30490344299247,Owner
11900,Hyundai,i10,Other,196000,2009,15,Japanese Specs,4,Hatchback,Petrol,0,Automatic Transmission,,100 - 199 HP,4,White,Unknown,Does not apply,"Al Warqaa 3, Al Warqaa, Dubai, UAE",UAE,Dubai,Al Warqaa,Al Warqaa 3,25.190854,55.419487,Owner
125000,Mercedes-Maybach,S-Class,S 680,78000,2008,16,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Other Color,Black,Yes,"Sharjah, UAE",UAE,Sharjah,,,25.2311534,54.21900831355923,Owner
115000,Mercedes-Benz,A-Class,A 220,31000,2021,3,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,White,Yes,"Quad Homes, Sobha Hartland, Dubai, UAE",UAE,Dubai,Sobha Hartland,Quad Homes,25.17561,55.307455,Owner
33000,Nissan,Pathfinder,SV,220000,2014,10,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Beige,No,"Abu Dhabi, UAE",UAE,Abu Dhabi,,,24.4538352,54.3774014,Owner
79999,Peugeot,208 GT LINE,Other,7800,2023,1,GCC Specs,4,Hatchback,Petrol,4,Automatic Transmission,,100 - 199 HP,3,Yellow,Black,Yes,"Barsha Heights (Tecom), Dubai, UAE",UAE,Dubai,Barsha Heights (Tecom),,25.0982842,55.1757823,Owner
105000,Land Rover,Range Rover,Vogue SE,204000,2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,Unknown,8,White,Brown,Does not apply,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
9590,Mazda,3,V,100000,2008,16,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,500 - 599 HP,4,Blue,Beige,Yes,"Dubai, UAE",UAE,Dubai,,,25.07428235,55.18853865430702,Owner
150000,Mercedes-Benz,SL-Class,SL 500,94000,1987,37,Other,2,Coupe,Petrol,4,Automatic Transmission,Unknown,Unknown,8,White,Blue,Does not apply,"Dubai, UAE",UAE,Dubai,,,25.07428235,55.18853865430702,Owner
